customer_id,status,churn_label,churn_category,churn_reason,gender,age,senior_citizen,married,num_dependents,zip_code,account_id,tenure_months,num_referrals,has_internet_service,internet_type,has_unlimited_data,has_phone_service,has_multiple_lines,has_premium_tech_support,has_online_security,has_online_backup,has_device_protection,contract_type,paperless_billing,payment_method,avg_long_distance_fee_monthly,total_long_distance_fee,avg_gb_download_monthly,stream_tv,stream_movie,stream_music,total_monthly_fee,total_charges_quarter,total_refunds,area_id,population,city
8003-EWNDZ,Stayed,No,,,Female,52,No,No,0,95466,EEIO-TJHLO,10,0,No,None,No,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,10.46,104.6,0,No,No,No,21.2,222.65,0.0,1269,1113,Philo
8008-OTEZX,Stayed,No,,,Female,30,No,Yes,2,92861,HXDL-YPFLM,35,1,No,None,No,Yes,No,No,No,No,No,One Year,No,Credit Card,18.29,640.15,0,No,No,No,19.65,708.8,0.0,590,5935,Villa Park
8272-ONJLV,Stayed,No,,,Male,57,No,No,0,92123,JEDA-DVLVN,12,0,Yes,Fiber Optic,Yes,Yes,No,No,No,No,Yes,One Year,No,Bank Withdrawal,49.0,588.0,23,Yes,Yes,Yes,95.7,1184.0,0.0,371,25232,San Diego
8313-NDOIA,Stayed,No,,,Female,48,No,No,0,92341,JQBL-PBBJM,24,0,Yes,Fiber Optic,No,Yes,Yes,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,38.79,930.96,4,Yes,Yes,Yes,104.15,2494.65,0.0,451,317,Green Valley Lake
8336-TAVKX,Stayed,No,,,Female,68,Yes,Yes,0,95916,AGQJ-FSIVP,72,10,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,15.82,1139.04,13,No,Yes,Yes,78.45,5682.25,0.0,1459,1279,Berry Creek
8562-GHPPI,Joined,No,,,Female,50,No,No,0,94577,XDSW-ZMCOD,1,0,No,None,No,Yes,No,No,No,No,No,Month-to-Month,No,Credit Card,11.96,11.96,0,No,No,No,19.8,19.8,0.0,978,41871,San Leandro
8709-KRDVL,Stayed,No,,,Female,44,No,No,0,96085,VSPX-DLBHZ,33,0,Yes,Fiber Optic,Yes,Yes,Yes,No,No,Yes,No,Month-to-Month,Yes,Bank Withdrawal,16.57,546.81,30,Yes,Yes,Yes,100.0,3320.6,0.0,1578,88,Scott Bar
8761-NSOBC,Churned,Yes,Dissatisfaction,Network reliability,Male,41,No,No,0,95948,DTUJ-YKCZD,44,0,Yes,Fiber Optic,Yes,Yes,No,Yes,No,Yes,No,Month-to-Month,No,Bank Withdrawal,42.92,1888.48,23,Yes,Yes,Yes,100.55,4398.15,0.0,1484,9763,Gridley
9313-CDOGY,Stayed,No,,,Male,40,No,Yes,2,91932,VWRH-TFITH,38,3,No,None,No,Yes,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,24.16,918.08,0,No,No,No,19.6,717.3,0.0,299,26662,Imperial Beach
9512-UIBFX,Churned,Yes,Other,Don't know,Male,52,No,Yes,0,91791,MWFN-NSOWI,18,6,Yes,Fiber Optic,Yes,Yes,No,No,No,No,Yes,Month-to-Month,No,Credit Card,1.51,27.18,28,Yes,Yes,Yes,95.15,1779.95,10.17,283,30458,West Covina
9513-DXHDA,Stayed,No,,,Male,58,No,No,0,95603,QQSR-DNGVN,27,0,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Yes,One Year,No,Bank Withdrawal,49.25,1329.75,4,Yes,Yes,Yes,81.7,2212.55,0.0,1330,24944,Auburn
9558-IHEZX,Stayed,No,,,Female,57,No,No,0,96117,ODYY-YGXTL,71,0,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,2.93,208.03,10,Yes,Yes,Yes,106.75,7283.25,0.0,1602,385,Litchfield
9801-GDWGV,Churned,Yes,Competitor,Competitor made better offer,Female,52,No,No,0,92592,GYMZ-COZRM,39,0,Yes,Fiber Optic,Yes,Yes,Yes,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,34.74,1354.86,28,Yes,Yes,Yes,103.45,3994.45,0.0,521,46171,Temecula
9961-JBNMK,Churned,Yes,Dissatisfaction,Product dissatisfaction,Male,79,Yes,No,0,92239,SJNY-CQODU,21,0,Yes,Fiber Optic,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,42.27,887.67,7,Yes,Yes,No,96.8,2030.3,10.2,395,964,Desert Center
0221-NAUXK,Stayed,No,,,Male,22,No,No,1,92553,VRQW-FQQMA,10,0,No,None,No,Yes,No,No,No,No,No,One Year,Yes,Bank Withdrawal,7.86,78.6,0,No,No,No,19.95,219.5,0.0,504,61205,Moreno Valley
0519-XUZJU,Churned,Yes,Dissatisfaction,Service dissatisfaction,Female,56,No,No,0,95018,LGYH-JBGWB,1,0,Yes,Fiber Optic,Yes,Yes,No,No,No,No,No,Month-to-Month,No,Mailed Check,26.0,26.0,8,No,No,No,70.75,70.75,0.0,1069,8728,Felton
0807-ZABDG,Churned,Yes,Competitor,Competitor offered higher download speeds,Female,43,No,No,2,95776,OCDP-LHGDK,3,0,Yes,Cable,Yes,Yes,No,Yes,Yes,No,No,Month-to-Month,Yes,Mailed Check,26.04,78.12,16,No,No,No,55.1,154.65,0.0,1425,15022,Woodland
0872-JCPIB,Stayed,No,,,Male,47,No,No,0,95364,WNZJ-KEJWL,17,0,Yes,DSL,Yes,Yes,Yes,No,Yes,No,No,Month-to-Month,No,Bank Withdrawal,47.45,806.65,5,No,Yes,Yes,65.75,1111.2,0.0,1204,235,Pinecrest
1704-NRWYE,Churned,Yes,Attitude,Attitude of support person,Female,79,Yes,No,0,94956,KQJV-WHDIR,9,0,Yes,Fiber Optic,Yes,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,43.34,390.06,2,Yes,No,No,80.85,751.65,0.0,1049,1885,Point Reyes Station
1794-SWWKL,Stayed,No,,,Male,22,No,Yes,2,96023,ZRDP-GMGUX,15,6,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,24.36,365.4,59,No,No,No,59.65,867.1,32.65,1537,1162,Dorris
1907-YLNYW,Stayed,No,,,Male,47,No,No,0,95543,WNAB-LBCAV,8,0,Yes,DSL,Yes,Yes,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,41.13,329.04,27,No,Yes,Yes,66.7,579.0,0.0,1299,532,Gasquet
2985-FMWYF,Stayed,No,,,Female,46,No,No,0,95554,KRCK-YRWVR,23,0,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,18.12,416.76,23,Yes,Yes,Yes,93.5,2341.55,0.0,1309,644,Myers Flat
3721-CNEYS,Churned,Yes,Dissatisfaction,Poor expertise of phone support,Female,45,No,No,0,96024,QKGO-ZOFCX,2,0,Yes,Fiber Optic,Yes,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,15.33,30.66,26,No,No,No,70.95,137.95,0.0,1538,960,Douglas City
3874-EQOEP,Churned,Yes,Competitor,Competitor had better devices,Male,32,No,No,4,90804,PWSF-JCZXW,7,0,Yes,Cable,No,Yes,Yes,No,No,No,No,Month-to-Month,No,Credit Card,20.52,143.64,28,Yes,Yes,Yes,95.0,655.5,36.6,151,43467,Long Beach
4293-ETKAP,Stayed,No,,,Female,42,No,Yes,1,96117,AQGH-TIUQR,65,10,Yes,Cable,Yes,Yes,Yes,Yes,No,Yes,No,Two Year,Yes,Bank Withdrawal,1.83,118.95,13,Yes,Yes,Yes,79.4,5071.9,0.0,1602,385,Litchfield
4378-MYPGO,Stayed,No,,,Male,41,No,Yes,2,95635,YKSY-QVUWF,68,3,Yes,Fiber Optic,Yes,Yes,No,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,31.4,2135.2,19,Yes,Yes,Yes,105.25,7173.15,0.0,1356,1140,Greenwood
4458-KVRBJ,Stayed,No,,,Male,25,No,No,0,95110,SQAJ-TPRLT,59,0,No,None,No,Yes,Yes,No,No,No,No,Two Year,No,Credit Card,25.89,1527.51,0,No,No,No,25.0,1510.5,0.0,1093,18197,San Jose
4592-IWTJI,Churned,Yes,Attitude,Attitude of support person,Female,46,No,Yes,2,96141,QHCS-MHJZA,3,1,Yes,Cable,Yes,No,No,No,Yes,No,No,Month-to-Month,No,Credit Card,0.0,0.0,15,No,No,No,29.7,91.7,0.0,1620,858,Homewood
4660-IRIBM,Stayed,No,,,Male,32,No,Yes,1,95313,KOGE-QBAPJ,18,1,Yes,Fiber Optic,Yes,Yes,No,No,Yes,No,Yes,Month-to-Month,Yes,Mailed Check,24.16,434.88,19,Yes,No,No,87.9,1500.5,0.0,1168,1508,Crows Landing
4662-EKDPQ,Churned,Yes,Competitor,Competitor made better offer,Male,44,No,No,0,92121,OWRX-BXJWU,2,0,Yes,Cable,Yes,Yes,Yes,No,No,No,No,Month-to-Month,No,Bank Withdrawal,37.29,74.58,20,No,Yes,Yes,62.05,118.3,0.0,369,4258,San Diego
4709-LKHYG,Stayed,No,,,Female,23,No,Yes,0,91356,TLIU-JMXTX,29,6,No,None,No,Yes,No,No,No,No,No,One Year,No,Bank Withdrawal,27.72,803.88,0,No,No,No,20.0,540.05,0.0,213,27424,Tarzana
4927-WWOOZ,Joined,No,,,Male,39,No,Yes,0,93950,HLOD-BFOVP,2,0,Yes,Fiber Optic,No,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,49.41,98.82,20,Yes,No,No,91.45,171.45,0.0,852,15449,Pacific Grove
4988-IQIGL,Churned,Yes,Attitude,Attitude of support person,Male,80,Yes,No,0,91304,ODSH-ZWBHB,1,0,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,28.49,28.49,18,No,No,No,75.35,75.35,0.0,191,49242,Canoga Park
5160-UXJED,Stayed,No,,,Male,27,No,No,0,92101,VMXC-OUZPW,17,0,Yes,Cable,Yes,Yes,No,No,No,No,No,One Year,No,Credit Card,13.02,221.34,73,No,No,No,44.6,681.4,0.0,350,27505,San Diego
5349-AZPEW,Stayed,No,,,Female,40,No,Yes,3,92131,PSOH-ORXST,5,3,Yes,DSL,Yes,No,No,No,No,No,No,Month-to-Month,No,Credit Card,0.0,0.0,53,No,No,No,25.05,125.5,0.0,378,29283,San Diego
5696-CEIQJ,Stayed,No,,,Male,31,No,Yes,3,92504,RCDA-OAQNS,67,4,Yes,Fiber Optic,Yes,Yes,No,Yes,No,Yes,Yes,Two Year,No,Bank Withdrawal,13.26,888.42,76,Yes,Yes,Yes,103.15,6895.5,0.0,487,46550,Riverside
5916-QEWPT,Joined,No,,,Female,61,No,Yes,0,91607,LIFY-KYGFW,2,1,Yes,Cable,Yes,Yes,No,No,No,No,Yes,Month-to-Month,No,Credit Card,27.41,54.82,23,Yes,Yes,Yes,69.0,147.8,0.0,239,27453,Valley Village
6022-KOUQO,Joined,No,,,Female,51,No,Yes,2,96110,GQNG-LQPTR,2,4,Yes,Cable,Yes,No,No,Yes,No,No,No,Month-to-Month,No,Bank Withdrawal,0.0,0.0,27,No,No,No,29.05,44.75,0.0,1597,132,Eagleville
6143-JQKEA,Stayed,No,,,Male,34,No,No,0,92301,CPPQ-JFKLI,10,0,Yes,Cable,Yes,Yes,No,No,No,No,No,Month-to-Month,Yes,Credit Card,15.45,154.5,22,No,No,No,45.8,436.2,0.0,427,18980,Adelanto
6173-ITPWD,Churned,Yes,Dissatisfaction,Product dissatisfaction,Male,26,No,Yes,0,92249,UBBL-TYUSY,47,1,Yes,Fiber Optic,No,Yes,Yes,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,17.54,824.38,59,No,No,Yes,83.35,4065.0,0.0,400,3535,Heber
6457-USBER,Churned,Yes,Competitor,Competitor made better offer,Male,34,No,No,0,92121,NYUV-QNAYV,1,0,Yes,Fiber Optic,Yes,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,41.77,41.77,15,No,Yes,Yes,80.8,80.8,0.0,369,4258,San Diego
6685-GBWJZ,Stayed,No,,,Male,59,No,Yes,0,90015,AHPX-PZTWP,63,6,Yes,Cable,Yes,Yes,No,Yes,Yes,Yes,No,One Year,No,Credit Card,46.99,2960.37,13,Yes,No,No,70.8,4448.8,0.0,14,15140,Los Angeles
6817-WTYHE,Joined,No,,,Male,56,No,No,0,96039,FFKO-DBZAX,2,0,Yes,DSL,Yes,Yes,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,5.08,10.16,17,No,No,No,44.9,111.05,0.0,1549,1294,Happy Camp
6861-OKBCE,Churned,Yes,Attitude,Attitude of support person,Female,62,No,No,3,90740,YQCX-QAAZS,11,0,No,None,No,Yes,No,No,No,No,No,Month-to-Month,No,Credit Card,33.06,363.66,0,No,No,No,20.1,221.35,0.0,143,24180,Seal Beach
6897-UUBNU,Stayed,No,,,Male,39,No,No,0,91602,UUWQ-WOEOZ,29,0,Yes,Fiber Optic,No,Yes,No,Yes,No,Yes,No,Month-to-Month,No,Credit Card,12.92,374.68,24,Yes,No,No,89.65,2623.65,0.0,235,16996,North Hollywood
7593-XFKDI,Churned,Yes,Price,Extra data charges,Male,39,No,No,0,90031,LNPS-MOPQB,1,0,Yes,DSL,Yes,Yes,No,No,No,No,No,Month-to-Month,No,Credit Card,48.22,48.22,21,No,No,No,46.3,46.3,0.0,28,38415,Los Angeles
8152-UOBNY,Stayed,No,,,Female,66,Yes,No,0,96063,QVTI-RZZUO,50,0,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,Yes,No,One Year,Yes,Bank Withdrawal,10.6,530.0,14,Yes,Yes,No,106.8,5347.95,0.0,1566,124,Mineral
8182-PNAGI,Churned,Yes,Price,Extra data charges,Male,50,No,No,0,90660,IFHQ-PZPZV,12,0,Yes,DSL,No,Yes,No,Yes,No,No,No,Month-to-Month,No,Bank Withdrawal,46.58,558.96,26,No,No,No,50.25,593.75,0.0,126,63288,Pico Rivera
8564-LDKFL,Stayed,No,,,Male,37,No,Yes,0,96010,AGJG-ZKKIP,40,1,Yes,Fiber Optic,Yes,Yes,Yes,No,No,Yes,Yes,One Year,Yes,Bank Withdrawal,29.46,1178.4,28,Yes,Yes,Yes,106.0,4178.65,47.02,1526,269,Big Bar
8739-WWKDU,Churned,Yes,Competitor,Competitor had better devices,Male,69,Yes,No,0,92109,PSVD-THTND,25,0,Yes,Fiber Optic,Yes,Yes,Yes,No,No,Yes,No,Month-to-Month,Yes,Bank Withdrawal,18.46,461.5,3,Yes,No,No,89.5,2196.15,0.0,358,46086,San Diego
8741-LQOBK,Stayed,No,,,Female,27,No,Yes,2,95625,NJIS-WBPVB,46,9,Yes,DSL,Yes,No,No,No,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,0.0,0.0,52,No,No,Yes,35.05,1620.25,0.0,1346,171,Elmira
8976-OQHGT,Churned,Yes,Dissatisfaction,Lack of self-service on Website,Female,38,No,Yes,3,90717,ACLJ-PVASD,4,5,Yes,DSL,Yes,Yes,No,Yes,No,Yes,No,Month-to-Month,No,Credit Card,42.71,170.84,56,No,No,No,56.5,235.1,0.0,138,21065,Lomita
9054-FOWNV,Stayed,No,,,Male,53,No,Yes,3,94513,HNGG-NGGGB,22,1,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,11.39,250.58,56,Yes,No,No,88.75,1885.15,0.0,934,26577,Brentwood
9073-ZZIAY,Stayed,No,,,Male,51,No,Yes,0,90806,MCUL-TOAED,62,2,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,43.2,2678.4,23,Yes,Yes,Yes,86.1,5215.25,0.0,153,49647,Long Beach
9153-BTBVV,Stayed,No,,,Female,61,No,Yes,0,94121,UHDO-VRRJD,71,1,No,None,No,Yes,Yes,No,No,No,No,Two Year,No,Bank Withdrawal,48.01,3408.71,0,No,No,No,25.0,1753.0,0.0,905,42476,San Francisco
9489-JMTTN,Stayed,No,,,Female,41,No,Yes,1,95323,QXZZ-OWCDB,72,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,15.58,1121.76,20,Yes,Yes,Yes,89.75,6595.9,0.0,1176,1055,Hickman
9770-KXGQU,Stayed,No,,,Female,52,No,No,0,92555,ZJGM-YYURW,53,0,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Yes,One Year,No,Credit Card,29.39,1557.67,12,Yes,No,No,98.6,5311.85,0.0,505,12743,Moreno Valley
9846-GKXAS,Churned,Yes,Attitude,Attitude of support person,Female,53,No,No,0,94010,MUVV-TZLVB,9,0,Yes,Fiber Optic,Yes,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,1.34,12.06,9,Yes,Yes,Yes,90.8,809.75,0.0,860,40346,Burlingame
9867-JCZSP,Stayed,No,,,Female,28,No,Yes,0,90045,MLXH-QZZJT,17,8,No,None,No,Yes,No,No,No,No,No,One Year,No,Credit Card,8.74,148.58,0,No,No,No,20.75,418.25,0.0,42,39334,Los Angeles
0868-VJRDR,Stayed,No,,,Male,61,No,Yes,0,96016,SHKG-UCXAZ,64,1,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,No,Two Year,Yes,Credit Card,4.76,304.64,8,Yes,Yes,Yes,104.05,6605.55,0.0,1531,344,Cassel
0872-NXJYS,Churned,Yes,Competitor,Competitor offered more data,Female,40,No,No,0,90069,NSHD-UHKRY,9,0,Yes,Fiber Optic,Yes,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,45.41,408.69,23,No,Yes,Yes,79.55,723.4,0.0,59,20408,West Hollywood
1049-FYSYG,Stayed,No,,,Female,48,No,Yes,0,92592,SYFG-ORKZQ,17,5,Yes,DSL,Yes,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Credit Card,0.0,0.0,23,No,No,No,35.65,646.05,0.0,521,46171,Temecula
1116-DXXDF,Stayed,No,,,Male,38,No,No,0,91326,QNTQ-VZQET,39,0,Yes,Fiber Optic,Yes,Yes,No,No,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,37.94,1479.66,19,Yes,Yes,Yes,100.45,3801.7,0.0,200,28067,Porter Ranch
1623-NLDOT,Churned,Yes,Competitor,Competitor had better devices,Female,55,No,Yes,0,93534,RGCK-EWLDY,42,1,Yes,Cable,No,No,No,Yes,No,Yes,No,One Year,No,Mailed Check,0.0,0.0,5,No,No,No,33.55,1445.3,0.0,750,35109,Lancaster
2122-YWVYA,Stayed,No,,,Female,44,No,No,0,94116,KIZA-UXFWC,18,0,Yes,Fiber Optic,Yes,Yes,No,No,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,15.01,270.18,22,No,No,No,75.4,1380.4,0.0,902,42959,San Francisco
2135-DQWAQ,Stayed,No,,,Female,37,No,No,0,93111,YCNQ-DEZSP,5,0,Yes,Fiber Optic,No,Yes,No,No,No,Yes,No,Month-to-Month,Yes,Credit Card,45.74,228.7,30,Yes,No,No,85.3,420.45,0.0,630,16477,Santa Barbara
2187-PKZAY,Stayed,No,,,Male,23,No,No,0,95374,TBSQ-EDLAB,12,0,Yes,Fiber Optic,Yes,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,40.06,480.72,41,No,Yes,Yes,79.95,1043.4,0.0,1212,1960,Stevinson
2208-NQBCT,Stayed,No,,,Female,23,No,Yes,3,95138,SZXP-ATAHR,26,10,Yes,Fiber Optic,Yes,Yes,No,No,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,42.95,1116.7,27,No,No,No,81.95,2070.05,0.0,1118,14792,San Jose
3001-UNBTL,Stayed,No,,,Male,69,Yes,Yes,1,91506,UKRN-HCOQA,29,1,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,49.36,1431.44,19,Yes,Yes,No,103.95,2964.8,0.0,233,18539,Burbank
3194-ORPIK,Churned,Yes,Competitor,Competitor had better devices,Female,59,No,Yes,0,92113,ZVMJ-TPEXK,50,1,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,35.33,1766.5,17,Yes,No,No,84.4,4116.15,0.0,361,47431,San Diego
4138-NAXED,Stayed,No,,,Male,54,No,No,0,92252,MXLV-VGTCS,51,0,Yes,Fiber Optic,No,Yes,Yes,No,No,Yes,No,Month-to-Month,No,Bank Withdrawal,42.93,2189.43,11,No,No,No,81.0,4085.75,0.0,403,8141,Joshua Tree
4223-BKEOR,Stayed,No,,,Female,55,No,No,0,92411,CGUG-QSGMY,21,0,Yes,DSL,Yes,Yes,No,No,Yes,No,Yes,One Year,No,Mailed Check,30.88,648.48,15,No,Yes,Yes,64.85,1336.8,0.0,484,23146,San Bernardino
5018-LXQQG,Stayed,No,,,Female,47,No,Yes,2,90505,LTRN-WWHTU,30,1,Yes,DSL,Yes,Yes,No,Yes,Yes,No,No,Month-to-Month,No,Bank Withdrawal,16.48,494.4,17,No,Yes,Yes,66.3,1923.5,0.0,111,34873,Torrance
5095-ETBRJ,Stayed,No,,,Female,28,No,Yes,0,95453,UOOW-AQFZU,55,5,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,No,Two Year,No,Credit Card,2.36,129.8,69,No,No,No,56.8,3112.05,0.0,1257,11180,Lakeport
5108-ADXWO,Churned,Yes,Competitor,Competitor made better offer,Male,30,No,No,0,94130,MXBG-JMIUC,11,0,Yes,Fiber Optic,Yes,Yes,No,No,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,38.88,427.68,30,No,No,No,73.5,791.75,0.0,911,1458,San Francisco
5299-RULOA,Churned,Yes,Price,Price too high,Female,62,No,Yes,2,90606,XXPJ-WXNLT,10,1,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,24.48,244.8,30,Yes,Yes,Yes,100.25,1064.65,0.0,117,32148,Whittier
5329-KRDTM,Stayed,No,,,Male,73,Yes,Yes,0,95335,SNSY-VJNTL,72,4,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Yes,Two Year,No,Credit Card,33.68,2424.96,10,Yes,No,No,77.35,5396.25,0.0,1186,683,Long Barn
5339-PXDVH,Stayed,No,,,Male,43,No,No,0,95930,JWQR-BKGHI,4,0,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,No,No,Month-to-Month,No,Bank Withdrawal,31.57,126.28,18,Yes,No,No,90.65,367.95,0.0,1469,282,Clipper Mills
5609-IMCGG,Stayed,No,,,Female,44,No,No,0,94585,BDWQ-NQUFT,15,0,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,No,Yes,Month-to-Month,Yes,Credit Card,6.22,93.3,4,No,No,No,84.35,1302.65,0.0,983,39279,Suisun City
5712-VBOXD,Stayed,No,,,Female,53,No,No,0,93108,OWDC-OGCHF,4,0,No,None,No,Yes,No,No,No,No,No,Month-to-Month,Yes,Credit Card,1.3,5.2,0,No,No,No,20.15,68.45,0.0,627,12741,Santa Barbara
6141-OOXUQ,Churned,Yes,Dissatisfaction,Service dissatisfaction,Male,43,No,No,0,92411,XCWI-KRXDB,1,0,No,None,No,Yes,No,No,No,No,No,Month-to-Month,No,Mailed Check,17.25,17.25,0,No,No,No,19.65,19.65,0.0,484,23146,San Bernardino
6383-ZTSIW,Stayed,No,,,Female,77,Yes,Yes,0,95322,KVOR-OVJNM,39,6,Yes,Fiber Optic,Yes,Yes,No,No,Yes,Yes,No,One Year,No,Mailed Check,9.13,356.07,18,Yes,Yes,No,99.1,3877.95,0.0,1175,7872,Gustine
6519-ZHPXP,Stayed,No,,,Female,51,No,Yes,2,95824,GDZF-NOAXM,72,1,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,41.55,2991.6,25,Yes,Yes,Yes,108.3,7679.65,36.13,1436,30580,Sacramento
7109-MFBYV,Stayed,No,,,Male,28,No,No,0,92407,PZRP-DLSVY,26,0,Yes,Cable,Yes,Yes,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,29.07,755.82,42,No,No,No,45.45,1233.15,0.0,481,49355,San Bernardino
7161-DFHUF,Stayed,No,,,Female,55,No,Yes,0,96087,DLGX-BNPYJ,71,4,No,None,No,Yes,Yes,No,No,No,No,Two Year,No,Credit Card,21.19,1504.49,0,No,No,No,23.85,1672.1,0.0,1580,528,Shasta
7209-JCUDS,Churned,Yes,Competitor,Competitor had better devices,Male,25,No,No,0,95212,YJVR-NQEZQ,10,0,Yes,Fiber Optic,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,40.22,402.2,41,Yes,Yes,Yes,94.9,1048.85,0.0,1130,6951,Stockton
7439-DKZTW,Joined,No,,,Male,49,No,No,0,95043,WZGW-SIMTP,1,0,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,5.93,5.93,19,Yes,No,No,80.55,80.55,0.0,1079,813,Paicines
7503-ZGUZJ,Churned,Yes,Dissatisfaction,Lack of self-service on Website,Male,25,No,No,0,92505,XSUO-VVLGC,1,0,Yes,Fiber Optic,No,Yes,Yes,No,No,No,No,Month-to-Month,Yes,Mailed Check,22.3,22.3,51,Yes,No,No,84.65,84.65,0.0,488,38446,Riverside
7718-RXDGG,Stayed,No,,,Male,54,No,Yes,0,95658,BUKB-HOKUP,15,9,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,24.17,362.55,10,No,No,No,68.6,1108.6,0.0,1371,6096,Newcastle
7860-KSUGX,Stayed,No,,,Male,25,No,Yes,0,90806,HXOS-JYLNW,72,1,Yes,Cable,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,32.67,2352.24,48,No,No,No,64.45,4720.0,0.0,153,49647,Long Beach
8089-UZWLX,Stayed,No,,,Female,75,Yes,No,0,95317,RSOB-XLZIR,71,0,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,47.86,3398.06,16,Yes,Yes,No,104.05,7413.55,0.0,1171,808,El Nido
8642-GVWRF,Churned,Yes,Competitor,Competitor had better devices,Female,25,No,Yes,0,95010,NPCX-ZDVAP,2,1,Yes,Fiber Optic,Yes,Yes,No,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,28.86,57.72,26,No,No,No,79.7,165.0,0.0,1065,9673,Capitola
8992-CEUEN,Joined,No,,,Female,59,No,No,0,95223,JMIC-SFNTS,1,0,No,None,No,Yes,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,7.8,7.8,0,No,No,No,18.85,18.85,0.0,1135,5159,Arnold
8993-PHFWD,Churned,Yes,Competitor,Competitor had better devices,Female,62,No,No,0,96071,PUDK-UNXAP,3,0,Yes,DSL,Yes,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,0.0,0.0,27,No,No,No,25.25,58.9,0.0,1571,182,Old Station
9101-BWFSS,Churned,,Other,Moved,Female,58,No,Yes,0,93667,WVTM-DCQLW,50,1,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,No,One Year,No,Bank Withdrawal,29.43,1471.5,14,Yes,Yes,Yes,108.55,5610.7,0.0,816,2633,Tollhouse
9122-UMROB,Joined,No,,,Male,29,No,No,0,90010,UPMS-WFLTM,1,0,No,None,No,Yes,No,No,No,No,No,Month-to-Month,No,Credit Card,10.84,10.84,0,No,No,No,20.3,20.3,0.0,9,1957,Los Angeles
